area;emoji;name;type;hp;atk;sta;lck;int;mgk;def;note;desc;message;achiev
Fading Wildlands;🗝️;Lost Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fading Wildlands;🗝️;Shiny Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fading Wildlands;🗝️;Silver Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fading Wildlands;🗝️;Brass Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fading Wildlands;🗝️;Small Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none
Fading Wildlands;🗝️;Shiny Key;Item;0;0;0;0;0;0;0;Utility Item;<b>🗝️ Unlocks</b> doors and containers.<br>;;none

Fading Wildlands;🪁;Torn Kite;Item;0;0;0;0;0;0;0;Worthless Junk;Wouldn't fly, it barely holds together.<br>;Holds up to no real value.;none

Fading Wildlands;💌;Undelivered Letter;Item;0;0;0;0;0;0;0;Lover's Memento;po/em;Your heart will always remember;none

Fading Wildlands;🌰;Crunchy Chestnut;Item;0;0;0;0;0;0;0;Lost Possesion;May be traded for something valuable.<br>;Worth something, somewhere.;none
Fading Wildlands;🥜;Crunchy Peanut;Item;0;0;0;0;0;0;0;Lost Possesion;May be traded for something valuable.<br>;Worth something, somewhere.;none

Fading Wildlands;🐿️;Twitchy Squirrel;Friend🌰\🥜;0;0;0;0;0;0;0;Wild Animal;You surely <b>got its attention!</b><br>It is looking for: n/a;Swapped your nuts for;none
Fading Wildlands;🦔;Confused Hedgehog;Friend🪳\🪰\🪲\🦗\🐝\🐞\🦋\🐛\🐜\🪱;0;0;0;0;0;0;0;Quirky Animal;Offers something valuable in exchange for food.<br>It is looking for: n/a;Looks like it was worth it;none

Fading Wildlands;🌸;Ambrosia Flower;Consumable;0;0;0;0;3;0;0;Spring's Essence;Thick, fragrant, and almost impossibly sweet.<br><b>+3 🧠 Intellect</b>, restore <b>❤️ Health</b> + <b>🟢 Energy</b>.;Felt a surge of clarity;none

Fading Wildlands;🍒;Sweet Cherries;Consumable;0;0;0;1;0;0;0;Fresh Fruit;Especially sweet and juicy.<br>Provides <b>+1 🍀 Luck</b>.;Refreshed and blessed;none
Fading Wildlands;🥕;Wild Carrot;Consumable;0;0;0;0;1;0;0;Vegetable;Packs plenty of vitamins.<br>Provides <b>+1 🧠 Intellect</b>.;Felt an actual difference;none
Fading Wildlands;🧅;Wild Onion;Consumable;1;0;0;0;0;0;0;Vegetable;Packs plenty of vitamins.<br>Provides <b>+1 ❤️ Health</b> temporarily.;Increased immunity;none
Fading Wildlands;🫑;Bell Pepper;Consumable;0;0;0;0;0;0;0;Standard Crop;Tastes not great, not terrible.<br>Restores <b>❤️ Health</b> and <b>🟢 Energy</b>.;;none
Fading Wildlands;🫛;Wild Peas;Consumable;0;0;0;0;0;0;0;Fresh Food;Probably packs some vitamins.<br>Restores <b>❤️ Health</b> and <b>🟢 Energy</b>.;;none
Fading Wildlands;🍇;Grape Vine;Consumable;0;0;0;0;0;0;0;Fresh Fruit;Looks all shiny and juicy.<br>Restores <b>❤️ Health</b> and <b>🟢 Energy</b>.;;none
Fading Wildlands;🍓;Wild Strawberry;Consumable;0;0;0;0;0;0;0;Fresh Fruit;Looks all shiny and juicy.<br>Restores <b>❤️ Health</b> and <b>🟢 Energy</b>.;;none
Fading Wildlands;🫐;Wild Blueberry;Consumable;0;0;0;0;0;0;0;Fresh Fruit;Looks all shiny and juicy.<br>Restores <b>❤️ Health</b> and <b>🟢 Energy</b>.;;none
Fading Wildlands;🍎;Wild Apple;Consumable;0;0;0;0;0;0;0;Fresh Fruit;Looks all shiny and juicy.<br>Restores <b>❤️ Health</b> and <b>🟢 Energy</b>.;;none
Fading Wildlands;🍐;Wild Pear;Consumable;0;0;0;0;0;0;0;Fresh Fruit;Looks all shiny and juicy.<br>Restores <b>❤️ Health</b> and <b>🟢 Energy</b>.;;none
Fading Wildlands;🥚;Bird Egg;Consumable;0;0;0;0;0;0;0;Raw Food;Probably tastes much better cooked.<br>Restores <b>❤️ Health</b> and <b>🟢 Energy</b>.;;none

//Forsaken Village
Forsaken Village;🌿;Overgrown Patch;Prop;0;0;0;0;0;0;0;Wild Flora;Sways quietly in the stale air.<br>;Crossed right through.;none
Forsaken Village;🌿;Wild Grass;Prop;0;0;0;0;0;0;0;Wild Flora;Nature slowly reclaims the ground.<br>;Crossed right through.;none
Forsaken Village;🌾;Tall Grass;Prop;0;0;0;0;0;0;0;Dense Flora;Thick growth covers the way forward.<br>;Crossed right through.;none
Forsaken Village;🌾;Overgrown Reeds;Prop;0;0;0;0;0;0;0;Dense Flora;Thick growth covers the way forward.<br>;Crossed right through.;none
Forsaken Village;🌱;Wild Growth;Prop;0;0;0;0;0;0;0;Soft Surface;Stubborn life pushing through the cracks.<br>;;none
Forsaken Village;🪵;Chopped Timber;Prop;0;0;0;0;0;0;0;Traces of Work;Nothing of particular interest<br>;;none
Forsaken Village;🪵;Pile of Wood;Prop;0;0;0;0;0;0;0;Traces of Work;Nothing of particular interest<br>;;none
Forsaken Village;🪨;Stone Wall;Prop;0;0;0;0;0;0;0;Ruins;Nothing of particular interest.<br>;;none
Forsaken Village;🪨;Pile of Stones;Prop;0;0;0;0;0;0;0;Ruins;Nothing of particular interest.<br>;;none
Forsaken Village;🧱;Rubble Pile;Prop;0;0;0;0;0;0;0;Ruins;Remains of a demolished building.<br>;;none
Forsaken Village;🧱;Bricks Pile;Prop;0;0;0;0;0;0;0;Ruins;Remains of a demolished building.<br>;;none
Forsaken Village;🪜;Wooden Ladder;Prop;0;0;0;0;0;0;0;Abandoned Tool;Dropped in the middle of nowhere.<br>;;none
Forsaken Village;🪑;Burnt Chair;Prop;0;0;0;0;0;0;0;Wrecked Furniture;Dropped in the middle of nowhere.<br>;Moved past that.;none
Forsaken Village;🚏;Dated Signpost;Prop;0;0;0;0;0;0;0;Circumstantial Object;A remnant from the distant past.<br>;Continued the adventure.;none
Forsaken Village;🚧;Reflective Barricade;Prop;0;0;0;0;0;0;0;Circumstantial Object;A remnant from the distant past.<br>;Continued the adventure.;none
Forsaken Village;🛢️;Empty Barrel;Prop;0;0;0;0;0;0;0;Circumstantial Object;Its contents are long gone.<br>;;none

Forsaken Village;⛱️;Umbrella Shade;Prop;0;0;1;0;0;0;0;Chilling Spot;Provides protection against burning sunlight.<br>;Rested well in the shade;none
Forsaken Village;🌳;Apple Tree;Prop;0;0;1;0;0;0;0;Natural Resource;A fruit tree in a middle of the village.<br>;Woken up to a sweet apple snack;none
Forsaken Village;🔥;Smoldering Campfire;Prop;0;0;1;0;0;0;0;Lingering Warmth;Embers still glow faintly in the ash.<br>;Slept close to a comforting heat;none
Forsaken Village;🛏️;Preserved Bed;Prop;0;0;1;0;0;0;0;Soft Mattress;Looks as good as new, must be comfy.<br>;Feeling fresh and energetic;none

Forsaken Village;🛏️;Ruined Bed;Prop;0;0;-1;0;0;0;0;Wrecked Furniture;Looks worn-out and long time abandoned.<br>;Ouch, you got sore back;none
Forsaken Village;🧱;Damp Cellar;Prop;0;0;-1;0;0;0;0;Cold Floor;Moist air seeps into your bones.<br>;Rest left you stiff and sore;none
Forsaken Village;🏗;Rusted Monument;Prop;-5;0;0;0;0;0;0;Metal Construction;A remnant from the distant past.<br>;The cargo fell on you while asleep;none
Forsaken Village;🛢️;Glowing Barrel;Prop;-1;0;0;0;0;0;0;Strange Object;There's a slight glow under the lid.<br>;Suffered radiation exposure;none

Forsaken Village;🛢️;Small Barrel;Container;0;0;0;0;0;0;0;Metal Container;May contain something interesting.<br>;;none
Forsaken Village;🪴;Garden Box;Container;0;0;0;0;0;0;0;Natural Cover;A modest patch of green.<br>;;none
Forsaken Village;🪴;Plant Pot;Container;0;0;0;0;0;0;0;Decoration;Makes this place kinda peaceful.<br>;;none
Forsaken Village;🪴;Cracked Planter;Container;0;0;0;0;0;0;0;Decoration;Roots and soil are tightly intertwined.<br>;;none
Forsaken Village;📫;Flagged Mailbox;Container;0;0;0;0;0;0;0;Purposeful Container;Seems to be indicating that something is inside.<br>;;none
Forsaken Village;🧰;Cracked Toolbox;Container;0;0;0;0;0;0;0;Forgotten Belongings;There could be something useful, or cursed.<br>;;none
Forsaken Village;👕;Discarded Clothes;Container;0;0;0;0;0;0;0;Forgotten Belongings;Fabric stiff with age.<br>;Checked the pockets.;none
Forsaken Village;📦;Weathered Crate;Container;0;0;0;0;0;0;0;Someone's Belongings;Wood warped by damp air.<br>;;none
Forsaken Village;📦;Supply Crate;Container;0;0;0;0;0;0;0;Lost Delivery;Sealed tightly with a rope.<br>;;none
Forsaken Village;🎒;Worn Backpack;Container;0;0;0;0;0;0;0;Forgotten Belongings;Looks abandoned in haste.<br>;;none
Forsaken Village;🧳;Weathered Trunk;Container;0;0;0;0;0;0;0;Lost Belongings;Sturdy enough to hold valuables.<br>;;none
Forsaken Village;🗃️;Metal Box;Container;0;0;0;0;0;0;0;Busted Stash;Secure storage, but already rummaged.<br>;;none
Forsaken Village;🛏️;Underbed Cache;Container;0;0;0;0;0;0;0;Wrecked Furniture;Hidden from prying eyes.<br>;;none
Forsaken Village;🛏️;Stuffed Mattress;Container;0;0;0;0;0;0;0;Wrecked Furniture;Might be hiding something.<br>;;none
Forsaken Village;🕰️;Grandfather’s Clock;Container;0;0;0;0;0;0;0;Worthless Junk;The time stands still inside.<br>;;none
Forsaken Village;👝;Lost Purse;Container;0;0;0;0;0;0;0;Someone's Belongings;Hopefully has something valuable inside<br>;;none

Forsaken Village;🪟;Shattered Window;Container;-1;0;0;0;0;0;0;Broken Glass;Edges glint with faint reflections.<br>;You brushed past, got shredded.;none
Forsaken Village;🛢️;Suspicious Barrel;Container;-1;0;0;0;0;0;0;Disposed Container;It is leaking a bright green light.<br>;Suffered invisible damage.;none
Forsaken Village;🪵;Splintered Wood;Container;-1;0;0;0;0;0;0;Wooden Snag;Sharp splinters catch at your skin.<br>;Left with small cuts.;none
Forsaken Village;🧱;Loose Bricks;Container;-1;0;0;0;0;0;0;Unstable Remains;Might reveal a hidden treasure.<br>;Falling brick twisted your finger.;none
Forsaken Village;🧱;House Rubble;Container;0;0;-1;0;0;0;0;Building Remnants;Maybe hides something beneath.<br>;Oof, that was more than expected.;none
Forsaken Village;🕸️;Spider Cocon;Container;0;0;-1;0;0;0;0;Minor Inconvenience;Something seems to be stuck in it.<br>;Got some webs on your face.;none
Forsaken Village;🚪;Tainted Outhouse;Container;0;0;0;0;-1;0;0;Nasty Restroom;Even a peek inside might have lasting effects.<br>;You won't forget that smell.;none
Forsaken Village;💀;Withered Skeleton;Container;0;0;0;-1;0;0;0;Ancient Bones;It seems to hold something in its hand.<br>;Cold breeze went down your spine.;none
Forsaken Village;🧟‍♀️;Withered Corpse;Container;0;0;0;-1;0;0;0;Decaying Body;Must have died a long time ago.<br>;Contracted a looter's curse.;none

Forsaken Village;📮;Public Mailbox;Locked-Container;0;0;0;0;0;0;0;Locked Container;Seems packed full of stuff.<br>;It finally clicked open.;none
Forsaken Village;🛢️;Chained Barrel;Locked-Container;0;0;0;0;0;0;0;Suspicious Container;Closed forever with a hefty chain and a lock.<br>;It finally clicked open.;none
Forsaken Village;🧳;Sturdy Trunk;Locked-Container;0;0;0;0;0;0;0;Personal Belongings;Secured by lock, might hold something useful.<br>;Uncovered the contents.;none
Forsaken Village;🧳;Traveler’s Chest;Locked-Container;0;0;0;0;0;0;0;Abandoned Belongings;Left behind by someone fleeing in haste.<br>;The latch gave way at last.;none
Forsaken Village;🧰;Metal Toolbox;Locked-Container;0;0;0;0;0;0;0;Secured Container;There could be something useful, or cursed.<br>;It finally clicked open.;none
Forsaken Village;📫;Secured Mailbox;Locked-Container;0;0;0;0;0;0;0;Locked Container;Seems to be indicating that something is inside.<br>;It finally clicked open.;none
Forsaken Village;🔒;Iron Strongbox;Locked-Container;0;0;0;0;0;0;0;Heavy Storage;Worn and rusted, but unbroken.<br>;The lock clicked after effort.;none
Forsaken Village;🗄️;Locked Cabinet;Locked-Container;0;0;0;0;0;0;0;Secured Vault;Bolted shut for decades, marked with initials.<br>;It gave a deep groan opening.;none
Forsaken Village;📫;Chained Mailbox;Locked-Container;0;0;0;0;0;0;0;Untouched Post;Permanently sealed with a chained lock.<br>;Discovered something valuable.;none
Forsaken Village;🚪;Locked Toolshed;Locked-Container;0;0;0;0;0;0;0;Wooden Storage;Someone locked it shut years ago.<br>;You Forced the door open.;none
Forsaken Village;🎰;Ancient Machine;Locked-Container;0;0;0;0;0;0;0;Forgotten Relic;Old gears groan behind a rusted panel.<br>;The mechanism stutters open.;none
Forsaken Village;🕋;Jewellery Box;Locked-Container;0;0;0;0;0;0;0;Dusty Keepsake;Gleams faintly under soot.<br>;Latch clicks open.;none

Forsaken Village;🪨;Building Rubble;Container-2;0;0;0;0;0;0;0;Building Debris;Bunch of stones lying around.<br>;Lifted the nearest boulder.;none
Forsaken Village;🧱;Wall Remains;Container-2;0;0;0;0;0;0;0;Material;One of the bricks seems loose.<br>;Lifted the bricks.;none
Forsaken Village;🌾;Thick Reeds;Container-2;0;0;0;0;0;0;0;Dense Flora;Tall growth covers the way forward.<br>;Crossed right through.;none
Forsaken Village;🪵;Wood Pile;Container-2;0;0;0;0;0;0;0;Traces of Work;There seems to be something stuck.<br>;Lifted one of the logs.;none
Forsaken Village;🌿;Thick Grass;Container-2;0;0;0;0;0;0;0;Wild Flora;Something might be hiding in there.<br>;Crossed right through.;none
Forsaken Village;🌳;Suspicious Trees;Container-2;0;0;0;0;0;0;0;Wild Flora;There's a strange shadow behind.<br>;There was something behind the trees.;none
Forsaken Village;📦;Shipping Crate;Container-2;0;0;0;0;0;0;0;Container;Hefty and cumbersome.<br>;;none
Forsaken Village;🪤;Elaborate Trap;Container-2;0;0;0;0;0;0;0;Trap;Something could be captured inside.<br>;There was something inside!;none
Forsaken Village;🏡;Small House;Container-2;0;0;0;0;0;0;0;Deserted Building;Looks long time abandoned.<br>;Kicked the door open.;none
Forsaken Village;🏚️;Ruined Shed;Container-2;0;0;0;0;0;0;0;Deserted Building;Looks long time abandoned.<br>;Kicked the door open.;none
Forsaken Village;🏚️;Collapsed Barn;Container-2;0;0;0;0;0;0;0;Deserted Building;Walls barely hold together.<br>;Entered through the window.;none
Forsaken Village;🏚️;Boarded Cottage;Container-2;0;0;0;0;0;0;0;Deserted Building;Wood planks barely hold together.<br>;Kicked the door open.;none

Forsaken Village;🏚️;Abandoned Home;Container-3;0;0;0;0;0;0;0;Deserted Building;Barely holds standing.<br>;Entered through the window.;none
Forsaken Village;🏚️;Barred House;Container-3;0;0;0;0;0;0;0;Deserted Building;Looks long time abandoned.<br>;Kicked the door open.;none
Forsaken Village;🏚️;Mossy Homestead;Container-3;0;0;0;0;0;0;0;Deserted Building;The roof has caved in.<br>;Kicked the door open.;none
Forsaken Village;🏚️;Collapsed Mill;Container-3;0;0;0;0;0;0;0;Deserted Building;The wheel still groans in the wind.<br>;Entered through the broken door.;none
Forsaken Village;🏚️;Ruined Home;Container-3;0;0;0;0;0;0;0;Deserted Building;Seems abandoned in a rush.<br>;Kicked the door open.;none
Forsaken Village;🏚️;Neglected House;Container-3;0;0;0;0;0;0;0;Deserted Building;Looks long time abandoned.<br>;Kicked the door open.;none
Forsaken Village;🏚️;Unsettling Ruins;Container-3;0;0;0;0;0;0;0;Deserted Building;There are blood drops leading outside.<br>;Kicked the door open.;none
Forsaken Village;🏡;Fancy Garden House;Container-3;0;0;0;0;0;0;0;Deserted Building;Looks long time abandoned.<br>;Kicked the door open.;none

Forsaken Village;🏚️;Locked Ruin;Locked-Container-3;0;0;0;0;0;0;0;Deserted Building;Strange noises are coming out.<br>;Unlocked the front door.;none
Forsaken Village;🏚️;Secured House;Locked-Container-3;0;0;0;0;0;0;0;Deserted Building;There are blood drops leading outside.<br>;Unlocked the chained door.;none
Forsaken Village;🏚️;Barred House;Locked-Container-3;0;0;0;0;0;0;0;Deserted Building;There are blood drops leading outside.<br>;Unlocked the entrance.;none
Forsaken Village;🏡;Garden Shed;Locked-Container-3;0;0;0;0;0;0;0;Deserted Building;Looks long time abandoned.<br>;Unlocked the front door.;none
Forsaken Village;📚;Barred Library;Locked-Container-3;0;0;0;0;0;0;0;Deserted Building;Pages whisper in the stillness.<br>;Pulled open the heavy door.;none

Forsaken Village;🎯;Archery Range;Container-4;0;0;0;0;0;0;0;Training Spot;Not a scratch on the target.<br>;Spot some clues nearby.;none
Forsaken Village;💒;Lovely Chapel;Container-4;0;0;0;0;0;0;0;Deserted Building;Strange noises are coming out.<br>;Entered through the window.;none
Forsaken Village;🏘️;Shady Backalley;Container-4;0;0;0;0;0;0;0;Deserted Building;Strange noises are coming out.<br>;Entered through the window.;none
Forsaken Village;🏤;Post Office;Container-4;0;0;0;0;0;0;0;Deserted Building;Could still have some never delivered letters.<br>;Entered through the cracked door.;none
Forsaken Village;🍻;Silent Inn;Container-4;0;0;0;0;0;0;0;Deserted Building;Empty chairs at empty tables everywhere.<br>;Entered through the window.;none
Forsaken Village;🍻;Lucky Inn;Container-4;0;0;0;1;0;0;0;Deserted Building;There is a four-leaf clover on the table.<br>;Reached for the clover.;none

Forsaken Village;🛠️;Engineering Workshop;Container-5;0;0;0;0;0;0;0;Deserted Building;Tools lie scattered and rusted.<br>;Kicked the door open.;none
Forsaken Village;⚒️;Blacksmith Workshop;Container-5;0;0;0;0;0;0;0;Deserted Building;Tools lie scattered and rusted.<br>;Kicked the door open.;none
Forsaken Village;🎭;Forsaken Theatre;Container-5;0;0;0;0;0;0;0;Deserted Building;Faded costumes hang like ghosts.<br>;Stepped onto the cracked tiles.;none
Forsaken Village;🕰️;Clockhouse Tower;Container-5;0;0;0;0;0;0;0;Deserted Building;Strange noises are coming out.<br>;Entered through the window.;none
Forsaken Village;🏫;Town Hall;Container-5;0;0;0;0;0;0;0;Deserted Building;Strange noises are coming out.<br>;Entered through the window.;none
Forsaken Village;🎪;Abandoned Fairground;Container-5;0;0;0;0;0;0;0;Deserted Building;Bright colors faded to grey.<br>;Wandered into the eerie silence.;none
Forsaken Village;🏟️;Forgotten Arena;Container-5;0;0;0;0;0;0;0;Killing Ground;Echoes of cheers linger still.<br>;Wandered into the eerie silence.;none
Forsaken Village;🏥;Deserted Hospital;Container-5;0;0;0;0;0;0;0;Deserted Building;Faint echoes wander these walls.<br>;;none
Forsaken Village;🏤;Deserted Office;Container-5;0;0;0;0;0;0;0;Deserted Building;Faint echoes wander these walls.<br>;;none

Forsaken Village;⛲️;Freshwater Fountain;Fishing;0;0;0;0;0;0;0;Water Body;Full of pristine cold water.<br>;;none
Forsaken Village;⛲️;Sacred Pool;Fishing;0;0;0;0;0;0;0;Water Body;Still and deep, holds ancient secrets.<br>;;none
Forsaken Village;🫧;Murky Puddle;Fishing;0;0;0;0;0;0;0;Water Body;Smells absolutely terrible.<br>;;none
Forsaken Village;🪷;Small Pond;Fishing;0;0;0;0;0;0;0;Water Body;Waves are dancing on the surface.<br>;;none
Forsaken Village;🎏;Carp Pond;Fishing;0;0;0;0;0;0;0;Water Body;The fishes are visible under surface.<br>;;none

Forsaken Village;💈;Swirled Cylinder;Curse;0;0;0;0;-2;0;0;Hypnotic Motion;Colors twist in endless loops.<br>;Mind wandered into the abyss.;none
Forsaken Village;👁️‍🗨️;Haunting Echo;Curse;0;0;0;0;-1;0;0;Misfortune;Eerie whispers are echoing around.<br>;Suffered mental damage.;none
Forsaken Village;🎶;Everlasting Melody;Curse;0;0;0;0;-1;0;0;Misfortune;Intrusive thoughts take over involuntarily.<br>;Never gonna give that up.;none
Forsaken Village;🫀;Heart Attack;Curse;-1;0;0;0;0;0;0;Health Condition;Uncomfortable pressure is filling your chest.<br>;Suffered permanent damage.;none
Forsaken Village;🪞;Reflecting Gaze;Curse;0;0;0;0;-1;0;0;Misfortune;A thousand eyes stare back at you.<br>;Left haunted by that reflection.;none
Forsaken Village;👁️‍🗨️;Lingering Fear;Curse;0;0;0;0;-1;0;0;Misfortune;Threads of paranoia coil around your mind.<br>;Drove themselves insane.;none
Forsaken Village;💨;Howling Dread;Curse;0;0;0;0;-1;0;0;Misfortune;Cold mist chills your very soul.<br>;Couldn’t warm up ever again.;none
